,Reporting Period,Utility,Accounts,Accounts Disconnected,Account Disconnection Rate,Accounts Disconnected between 24 and 48 Hours,Accounts Reconnected in <24 Hours,Accounts Disconnected for >48 Hours,Accounts Disconnected Multiple Times,Accounts Notified Before Disconnection,Accounts in 30+ Day Arrears,Accounts in 30-60 Day Arrears,Accounts in 60+ Day Arrears,Percentage of Accounts in 30-60 Day Arrears,Percentage of Accounts in 60+ Day Arrears,Percentage of Accounts in 30+ Day Arrears,Average Balance of 30-60 Day Arrears,Average Balance of 60+ Day Arrears,Average Balance of 30+ Day Arrears,Total Balance of 30+ Day Arrears,Total Balance of 30-60 Day Arrears,Total Balance of 60+ Day Arrears,Accounts Past Due or Delinquent,Percentage of Accounts Past Due or Delinquent,Accounts on Repayment Plans,Accounts in Good Standing on Repayment Plans,Average Balance of Repayment Plans,Total Balance of Repayment Plans,Vulnerable Accounts,Vulnerable Accounts Disconnected
308,2016-02-01,Dominion Energy,101929.0,360.0,0.0035318702233907,,,,,,,,,,,,,,,,,,,,,,,,,
309,2016-01-01,Duke Energy Carolinas,1649333.3333333333,4948.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,
310,2016-01-01,Dominion Energy,101902.0,278.0,0.0027281113226433,,,,,,,,,,,,,,,,,,,,,,,,,
311,2016-01-01,Duke Energy Progress,1147096.7741935484,3556.0,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,
312,2015-12-01,Duke Energy Carolinas,1647636.3636363635,9062.0,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,
313,2015-12-01,Duke Energy Progress,1107966.1016949152,6537.0,0.0059,,,,,,,,,,,,,,,,,,,,,,,,,
314,2015-12-01,Dominion Energy,101782.0,428.0,0.0042050657287143,,,,,,,,,,,,,,,,,,,,,,,,,
315,2015-11-01,Duke Energy Carolinas,1638947.3684210528,9342.0,0.0056999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
316,2015-11-01,Duke Energy Progress,1100357.1428571427,6162.0,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,
317,2015-11-01,Dominion Energy,101667.0,483.0,0.0047508040957242,,,,,,,,,,,,,,,,,,,,,,,,,
318,2015-10-01,Duke Energy Progress,1105833.3333333333,6635.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
319,2015-10-01,Dominion Energy,101618.0,713.0,0.0070164734594264,,,,,,,,,,,,,,,,,,,,,,,,,
320,2015-10-01,Duke Energy Carolinas,1649210.5263157894,12534.0,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,
321,2015-09-01,Duke Energy Carolinas,1655324.6753246752,12746.0,0.0077,,,,,,,,,,,,,,,,,,,,,,,,,
322,2015-09-01,Duke Energy Progress,1110357.1428571427,6218.0,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,
323,2015-09-01,Dominion Energy,101681.0,820.0,0.0080644368171044,,,,,,,,,,,,,,,,,,,,,,,,,
324,2015-08-01,Duke Energy Progress,1109800.0,5549.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,,
325,2015-08-01,Dominion Energy,101649.0,727.0,0.0071520624895473,,,,,,,,,,,,,,,,,,,,,,,,,
326,2015-08-01,Duke Energy Carolinas,1643559.3220338984,9697.0,0.0059,,,,,,,,,,,,,,,,,,,,,,,,,
327,2015-07-01,Dominion Energy,101602.0,596.0,0.0058660262593256,,,,,,,,,,,,,,,,,,,,,,,,,
328,2015-07-01,Duke Energy Carolinas,1635272.727272727,8994.0,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,
329,2015-07-01,Duke Energy Progress,1111190.4761904762,4667.0,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,
330,2015-06-01,Duke Energy Carolinas,1648571.4285714286,10386.0,0.0063,,,,,,,,,,,,,,,,,,,,,,,,,
331,2015-06-01,Dominion Energy,101598.0,674.0,0.0066339888580483,,,,,,,,,,,,,,,,,,,,,,,,,
332,2015-06-01,Duke Energy Progress,1101521.7391304348,5067.0,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,
333,2015-05-01,Duke Energy Carolinas,1646764.7058823528,11198.0,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,
334,2015-05-01,Dominion Energy,101489.0,712.0,0.0070155386298022,,,,,,,,,,,,,,,,,,,,,,,,,
335,2015-05-01,Duke Energy Progress,1109655.1724137932,6436.0,0.0058,,,,,,,,,,,,,,,,,,,,,,,,,
336,2015-04-01,Duke Energy Carolinas,1649436.61971831,11711.0,0.0070999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
337,2015-04-01,Duke Energy Progress,1101612.9032258063,6830.0,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,
338,2015-04-01,Dominion Energy,101422.0,765.0,0.007542742205833,,,,,,,,,,,,,,,,,,,,,,,,,
339,2015-03-01,Dominion Energy,101521.0,939.0,0.0092493178751194,,,,,,,,,,,,,,,,,,,,,,,,,
340,2015-03-01,Duke Energy Progress,1106417.9104477612,7413.0,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,
341,2015-03-01,Duke Energy Carolinas,1657051.282051282,12925.0,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,
342,2015-02-01,Duke Energy Carolinas,1621724.137931035,4703.0,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,
343,2015-02-01,Dominion Energy,101798.0,64.0,0.0006286960451089,,,,,,,,,,,,,,,,,,,,,,,,,
344,2015-02-01,Duke Energy Progress,1094285.714285714,3064.0,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,
345,2015-01-01,Dominion Energy,101607.0,106.0,0.0010432352101725,,,,,,,,,,,,,,,,,,,,,,,,,
346,2015-01-01,Duke Energy Carolinas,1661739.1304347827,7644.0,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,
347,2015-01-01,Duke Energy Progress,1116122.448979592,5469.0,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,
348,2014-12-01,Dominion Energy,101515.0,359.0,0.0035364231886913,,,,,,,,,,,,,,,,,,,,,,,,,
349,2014-12-01,Duke Energy Carolinas,1615901.6393442624,9857.0,0.0060999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
350,2014-12-01,Duke Energy Progress,1110833.3333333333,6665.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
351,2014-11-01,Duke Energy Carolinas,1629824.561403509,9290.0,0.0056999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
352,2014-11-01,Duke Energy Progress,1110000.0,5772.0,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,
353,2014-11-01,Dominion Energy,101442.0,459.0,0.0045247530608623,,,,,,,,,,,,,,,,,,,,,,,,,
354,2014-10-01,Duke Energy Carolinas,1626086.9565217393,11220.0,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,
355,2014-10-01,Dominion Energy,101324.0,714.0,0.0070467016698906,,,,,,,,,,,,,,,,,,,,,,,,,
356,2014-10-01,Duke Energy Progress,1101818.181818182,7272.0,0.0066,,,,,,,,,,,,,,,,,,,,,,,,,
357,2014-09-01,Dominion Energy,101317.0,744.0,0.0073432888853795,,,,,,,,,,,,,,,,,,,,,,,,,
358,2014-09-01,Duke Energy Progress,1112586.206896552,6453.0,0.0058,,,,,,,,,,,,,,,,,,,,,,,,,
359,2014-09-01,Duke Energy Carolinas,1621764.7058823528,11028.0,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,
360,2014-08-01,Duke Energy Carolinas,1627962.962962963,8791.0,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,
361,2014-08-01,Dominion Energy,101268.0,684.0,0.0067543547813722,,,,,,,,,,,,,,,,,,,,,,,,,
362,2014-08-01,Duke Energy Progress,1117222.2222222222,6033.0,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,
363,2014-07-01,Dominion Energy,101251.0,666.0,0.0065777128127129,,,,,,,,,,,,,,,,,,,,,,,,,
364,2014-07-01,Duke Energy Carolinas,1634918.0327868853,9973.0,0.0060999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
365,2014-07-01,Duke Energy Progress,1103684.210526316,6291.0,0.0056999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
366,2014-06-01,Duke Energy Carolinas,1621282.0512820513,12646.0,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,
367,2014-06-01,Duke Energy Progress,1099230.7692307692,7145.0,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,
368,2014-06-01,Dominion Energy,101233.0,729.0,0.0072012090918969,,,,,,,,,,,,,,,,,,,,,,,,,
369,2014-05-01,Duke Energy Progress,1100375.0,8803.0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,
370,2014-05-01,Dominion Energy,101214.0,716.0,0.0070741201810026,,,,,,,,,,,,,,,,,,,,,,,,,
371,2014-05-01,Duke Energy Carolinas,1622500.0,12980.0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,
372,2014-04-01,Dominion Energy,101272.0,624.0,0.0061616241409274,,,,,,,,,,,,,,,,,,,,,,,,,
373,2014-04-01,Duke Energy Carolinas,1618395.0617283948,13109.0,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,
374,2014-04-01,Duke Energy Progress,1112328.7671232878,8120.0,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,
375,2014-03-01,Duke Energy Progress,1105937.5,7078.0,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,
376,2014-03-01,Duke Energy Carolinas,1628375.0,13027.0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,
377,2014-03-01,Dominion Energy,101337.0,546.0,0.0053879629355516,,,,,,,,,,,,,,,,,,,,,,,,,
378,2014-02-01,Duke Energy Carolinas,1635999.9999999998,10634.0,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,
379,2014-02-01,Dominion Energy,101393.0,395.0,0.0038957324470131,,,,,,,,,,,,,,,,,,,,,,,,,
380,2014-02-01,Duke Energy Progress,1117884.6153846155,5813.0,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,
381,2014-01-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2014-01-01,Dominion Energy,101347.0,209.0,0.0020622218713923,,,,,,,,,,,,,,,,,,,,,,,,,
383,2014-01-01,Duke Energy Carolinas,1612820.5128205128,6290.0,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,
384,2013-12-01,Dominion Energy,101301.0,270.0,0.0026653241330292,,,,,,,,,,,,,,,,,,,,,,,,,
385,2013-12-01,Duke Energy Carolinas,1617692.3076923075,10515.0,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,
386,2013-12-01,Duke Energy Progress,1106379.3103448276,6417.0,0.0058,,,,,,,,,,,,,,,,,,,,,,,,,
387,2013-11-01,Duke Energy Progress,1107000.0,6642.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
388,2013-11-01,Duke Energy Carolinas,1598309.8591549296,11348.0,0.0070999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
389,2013-11-01,Dominion Energy,101234.0,514.0,0.0050773455558409,,,,,,,,,,,,,,,,,,,,,,,,,
390,2013-10-01,Dominion Energy,101145.0,748.0,0.0073953235454051,,,,,,,,,,,,,,,,,,,,,,,,,
391,2013-10-01,Duke Energy Progress,1104941.1764705882,9392.0,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,
392,2013-10-01,Duke Energy Carolinas,1606804.12371134,15586.0,0.0097,,,,,,,,,,,,,,,,,,,,,,,,,
393,2013-09-01,Duke Energy Progress,1112028.9855072463,7673.0,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,
394,2013-09-01,Dominion Energy,101163.0,658.0,0.006504354358807,,,,,,,,,,,,,,,,,,,,,,,,,
395,2013-09-01,Duke Energy Carolinas,1617692.3076923075,12618.0,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,
396,2013-08-01,Dominion Energy,101217.0,587.0,0.0057994210458717,,,,,,,,,,,,,,,,,,,,,,,,,
397,2013-08-01,Duke Energy Carolinas,1612500.0,11610.0,0.0072,,,,,,,,,,,,,,,,,,,,,,,,,
398,2013-08-01,Duke Energy Progress,1101506.8493150685,8041.0,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,
399,2013-07-01,Duke Energy Carolinas,1614800.0,12111.0,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,
400,2013-07-01,Dominion Energy,101188.0,650.0,0.0064236866031545,,,,,,,,,,,,,,,,,,,,,,,,,
401,2013-07-01,Duke Energy Progress,1114626.8656716417,7468.0,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,
402,2013-06-01,Duke Energy Carolinas,1613375.0,12907.0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,
403,2013-06-01,Dominion Energy,101088.0,624.0,0.0061728395061728,,,,,,,,,,,,,,,,,,,,,,,,,
404,2013-06-01,Duke Energy Progress,1107761.194029851,7422.0,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,
405,2013-05-01,Dominion Energy,101120.0,612.0,0.0060522151898734,,,,,,,,,,,,,,,,,,,,,,,,,
406,2013-05-01,Duke Energy Progress,1112435.8974358973,8677.0,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,
407,2013-05-01,Duke Energy Carolinas,1611392.405063291,12730.0,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,
408,2013-04-01,Duke Energy Carolinas,1615375.0,12923.0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,
409,2013-04-01,Duke Energy Progress,1099428.5714285716,7696.0,0.0069999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
410,2013-04-01,Dominion Energy,101164.0,650.0,0.0064252105492072,,,,,,,,,,,,,,,,,,,,,,,,,
411,2013-03-01,Duke Energy Progress,1103442.6229508198,6731.0,0.0060999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
412,2013-03-01,Dominion Energy,101177.0,243.0,0.0024017316188461,,,,,,,,,,,,,,,,,,,,,,,,,
413,2013-03-01,Duke Energy Carolinas,1611846.1538461538,10477.0,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,
414,2013-02-01,Duke Energy Progress,1111641.791044776,7448.0,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,
415,2013-02-01,Dominion Energy,101065.0,513.0,0.0050759412259437,,,,,,,,,,,,,,,,,,,,,,,,,
416,2013-02-01,Duke Energy Carolinas,1610000.0,11753.0,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,
417,2013-01-01,Duke Energy Progress,1107101.4492753623,7639.0,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,
418,2013-01-01,Dominion Energy,101031.0,538.0,0.0053250982371747,,,,,,,,,,,,,,,,,,,,,,,,,
419,2013-01-01,Duke Energy Carolinas,1609180.3278688523,9816.0,0.0060999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
420,2012-12-01,Dominion Energy,101068.0,398.0,0.0039379427712035,,,,,,,,,,,,,,,,,,,,,,,,,
421,2012-12-01,Duke Energy Carolinas,1609180.3278688523,9816.0,0.0060999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
422,2012-12-01,Duke Energy Progress,1099833.3333333333,6599.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
423,2012-11-01,Duke Energy Carolinas,1596455.6962025317,12612.0,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,
424,2012-11-01,Dominion Energy,101030.0,622.0,0.0061565871523309,,,,,,,,,,,,,,,,,,,,,,,,,
425,2012-11-01,Duke Energy Progress,1091710.5263157894,8297.0,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,
426,2012-10-01,Duke Energy Progress,1101827.9569892471,10247.0,0.0093,,,,,,,,,,,,,,,,,,,,,,,,,
427,2012-10-01,Duke Energy Carolinas,1591616.1616161617,15757.0,0.0098999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
428,2012-10-01,Dominion Energy,101047.0,547.0,0.0054133225132858,,,,,,,,,,,,,,,,,,,,,,,,,
429,2012-09-01,Dominion Energy,101139.0,469.0,0.0046371824914226,,,,,,,,,,,,,,,,,,,,,,,,,
430,2012-09-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,2012-09-01,Duke Energy Progress,1091267.605633803,7748.0,0.0070999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
432,2012-08-01,Duke Energy Progress,1102602.7397260277,8049.0,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,
433,2012-08-01,Dominion Energy,101127.0,674.0,0.0066648867265913,,,,,,,,,,,,,,,,,,,,,,,,,
434,2012-08-01,Duke Energy Carolinas,1600945.9459459458,11847.0,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,
435,2012-07-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,2012-07-01,Dominion Energy,101243.0,340.0,0.0033582568671414,,,,,,,,,,,,,,,,,,,,,,,,,
437,2012-07-01,Duke Energy Progress,1097142.857142857,6144.0,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,
438,2012-06-01,Duke Energy Progress,1102205.8823529412,7495.0,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,
439,2012-06-01,Dominion Energy,101054.0,531.0,0.005254616343737,,,,,,,,,,,,,,,,,,,,,,,,,
440,2012-06-01,Duke Energy Carolinas,1605507.2463768115,11078.0,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,
441,2012-05-01,Duke Energy Carolinas,1604404.761904762,13477.0,0.0084,,,,,,,,,,,,,,,,,,,,,,,,,
442,2012-05-01,Duke Energy Progress,1094871.7948717948,8540.0,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,
443,2012-05-01,Dominion Energy,100989.0,500.0,0.0049510342710592,,,,,,,,,,,,,,,,,,,,,,,,,
444,2012-04-01,Duke Energy Carolinas,1588695.652173913,10962.0,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,
445,2012-04-01,Dominion Energy,100973.0,404.0,0.0040010695928614,,,,,,,,,,,,,,,,,,,,,,,,,
446,2012-04-01,Duke Energy Progress,1102894.7368421052,8382.0,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,
447,2012-03-01,Dominion Energy,100949.0,391.0,0.0038732429246451,,,,,,,,,,,,,,,,,,,,,,,,,
448,2012-03-01,Duke Energy Carolinas,1603529.4117647058,10904.0,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,
449,2012-03-01,Duke Energy Progress,1095569.6202531646,8655.0,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,
450,2012-02-01,Duke Energy Progress,1092028.9855072463,7535.0,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,
451,2012-02-01,Dominion Energy,100913.0,418.0,0.0041421818794407,,,,,,,,,,,,,,,,,,,,,,,,,
452,2012-02-01,Duke Energy Carolinas,1592985.0746268656,10673.0,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,
453,2012-01-01,Duke Energy Carolinas,1602794.1176470588,10899.0,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,
454,2012-01-01,Duke Energy Progress,1103661.971830986,7836.0,0.0070999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
455,2012-01-01,Dominion Energy,100750.0,616.0,0.0061141439205955,,,,,,,,,,,,,,,,,,,,,,,,,
456,2011-12-01,Duke Energy Carolinas,1597205.882352941,10861.0,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,
457,2011-12-01,Dominion Energy,100807.0,329.0,0.0032636622456773,,,,,,,,,,,,,,,,,,,,,,,,,
458,2011-12-01,Duke Energy Progress,1087391.3043478262,7503.0,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,
459,2011-11-01,Dominion Energy,100777.0,563.0,0.0055865921787709,,,,,,,,,,,,,,,,,,,,,,,,,
460,2011-11-01,Duke Energy Carolinas,1589761.9047619049,13354.0,0.0084,,,,,,,,,,,,,,,,,,,,,,,,,
461,2011-11-01,Duke Energy Progress,1085324.6753246754,8357.0,0.0077,,,,,,,,,,,,,,,,,,,,,,,,,
462,2011-10-01,Dominion Energy,100759.0,565.0,0.0056074395339374,,,,,,,,,,,,,,,,,,,,,,,,,
463,2011-10-01,Duke Energy Carolinas,1583333.3333333333,14725.0,0.0093,,,,,,,,,,,,,,,,,,,,,,,,,
464,2011-10-01,Duke Energy Progress,1088651.6853932585,9689.0,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,
465,2011-09-01,Duke Energy Carolinas,1585180.7228915663,13157.0,0.0083,,,,,,,,,,,,,,,,,,,,,,,,,
466,2011-09-01,Dominion Energy,100916.0,537.0,0.0053212572832851,,,,,,,,,,,,,,,,,,,,,,,,,
467,2011-09-01,Duke Energy Progress,1084666.6666666667,8135.0,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,
468,2011-08-01,Dominion Energy,101104.0,518.0,0.0051234372527298,,,,,,,,,,,,,,,,,,,,,,,,,
469,2011-08-01,Duke Energy Carolinas,1591707.317073171,13052.0,0.0081999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
470,2011-08-01,Duke Energy Progress,1092054.7945205478,7972.0,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,
471,2011-07-01,Duke Energy Carolinas,1591607.1428571427,8913.0,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,
472,2011-07-01,Duke Energy Progress,1081395.3488372094,4650.0,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,
473,2011-07-01,Dominion Energy,101113.0,310.0,0.0030658767913126,,,,,,,,,,,,,,,,,,,,,,,,,
474,2011-06-01,Duke Energy Progress,1087142.8571428573,7610.0,0.0069999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
475,2011-06-01,Dominion Energy,101047.0,579.0,0.0057300068285055,,,,,,,,,,,,,,,,,,,,,,,,,
476,2011-06-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,2011-05-01,Duke Energy Progress,1091830.985915493,7752.0,0.0070999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
478,2011-05-01,Dominion Energy,100986.0,548.0,0.0054264947616501,,,,,,,,,,,,,,,,,,,,,,,,,
479,2011-05-01,Duke Energy Carolinas,1591529.4117647058,13528.0,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,
480,2011-04-01,Duke Energy Progress,1094736.8421052634,6240.0,0.0056999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
481,2011-04-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,2011-04-01,Dominion Energy,101038.0,468.0,0.0046319206635127,,,,,,,,,,,,,,,,,,,,,,,,,
483,2011-03-01,Dominion Energy,101150.0,697.0,0.006890756302521,,,,,,,,,,,,,,,,,,,,,,,,,
484,2011-03-01,Duke Energy Carolinas,1578313.253012048,13100.0,0.0083,,,,,,,,,,,,,,,,,,,,,,,,,
485,2011-03-01,Duke Energy Progress,1087710.843373494,9028.0,0.0083,,,,,,,,,,,,,,,,,,,,,,,,,
486,2011-02-01,Duke Energy Carolinas,1582702.7027027027,11712.0,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,
487,2011-02-01,Dominion Energy,101234.0,360.0,0.0035561175099274,,,,,,,,,,,,,,,,,,,,,,,,,
488,2011-02-01,Duke Energy Progress,1081290.322580645,6704.0,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,
489,2011-01-01,Duke Energy Progress,1089000.0,5445.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,,
490,2011-01-01,Duke Energy Carolinas,1579166.6666666667,9475.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
491,2011-01-01,Dominion Energy,101171.0,76.0,0.0007512034080912,,,,,,,,,,,,,,,,,,,,,,,,,
492,2010-12-01,Duke Energy Progress,1094062.5,3501.0,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,
493,2010-12-01,Duke Energy Carolinas,1601666.6666666667,3844.0,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,
494,2010-12-01,Dominion Energy,101135.0,55.0,0.0005438275572254,,,,,,,,,,,,,,,,,,,,,,,,,
495,2010-11-01,Dominion Energy,100977.0,485.0,0.004803073967339,,,,,,,,,,,,,,,,,,,,,,,,,
496,2010-11-01,Duke Energy Progress,1081645.569620253,8545.0,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,
497,2010-11-01,Duke Energy Carolinas,1576022.7272727273,13869.0,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,
498,2010-10-01,Duke Energy Carolinas,1588988.7640449435,14142.0,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,
499,2010-10-01,Duke Energy Progress,1075616.4383561644,7852.0,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,
500,2010-10-01,Dominion Energy,100944.0,651.0,0.0064491203043271,,,,,,,,,,,,,,,,,,,,,,,,,
501,2010-09-01,Duke Energy Carolinas,1573908.0459770116,13693.0,0.0087,,,,,,,,,,,,,,,,,,,,,,,,,
502,2010-09-01,Dominion Energy,101086.0,671.0,0.0066379122727182,,,,,,,,,,,,,,,,,,,,,,,,,
503,2010-09-01,Duke Energy Progress,1082794.1176470588,7363.0,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,
504,2010-08-01,Duke Energy Carolinas,1582537.3134328355,10603.0,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,
505,2010-08-01,Duke Energy Progress,1088333.3333333333,6530.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
506,2010-08-01,Dominion Energy,101187.0,298.0,0.0029450423473371,,,,,,,,,,,,,,,,,,,,,,,,,
507,2010-07-01,Duke Energy Progress,1091875.0,5241.0,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,
508,2010-07-01,Duke Energy Carolinas,1570156.25,10049.0,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,
509,2010-07-01,Dominion Energy,101065.0,362.0,0.0035818532627516,,,,,,,,,,,,,,,,,,,,,,,,,
510,2010-06-01,Duke Energy Carolinas,1581444.4444444445,14233.0,0.009,,,,,,,,,,,,,,,,,,,,,,,,,
511,2010-06-01,Dominion Energy,101017.0,560.0,0.0055436213706603,,,,,,,,,,,,,,,,,,,,,,,,,
512,2010-06-01,Duke Energy Progress,1073833.3333333333,6443.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
513,2010-05-01,Dominion Energy,100947.0,490.0,0.0048540323139865,,,,,,,,,,,,,,,,,,,,,,,,,
514,2010-05-01,Duke Energy Progress,1084050.6329113925,8564.0,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,
515,2010-05-01,Duke Energy Carolinas,1587500.0000000002,15240.0,0.0096,,,,,,,,,,,,,,,,,,,,,,,,,
516,2010-04-01,Dominion Energy,100934.0,387.0,0.0038341886777498,,,,,,,,,,,,,,,,,,,,,,,,,
517,2010-04-01,Duke Energy Carolinas,1572716.0493827155,12739.0,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,
518,2010-04-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,2010-03-01,Duke Energy Progress,1085119.0476190476,9115.0,0.0084,,,,,,,,,,,,,,,,,,,,,,,,,
520,2010-03-01,Dominion Energy,100933.0,555.0,0.0054986971555388,,,,,,,,,,,,,,,,,,,,,,,,,
521,2010-03-01,Duke Energy Carolinas,1584408.6021505375,14735.0,0.0093,,,,,,,,,,,,,,,,,,,,,,,,,
522,2010-02-01,Dominion Energy,101023.0,79.0,0.0007820001385823,,,,,,,,,,,,,,,,,,,,,,,,,
523,2010-02-01,Duke Energy Progress,1087543.859649123,6199.0,0.0056999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
524,2010-02-01,Duke Energy Carolinas,1572916.6666666667,7550.0,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,
