,Reporting Period,Utility,Accounts,Accounts Disconnected,Account Disconnection Rate,Accounts Disconnected between 24 and 48 Hours,Accounts Reconnected in <24 Hours,Accounts Disconnected for >48 Hours,Accounts Disconnected Multiple Times,Accounts Notified Before Disconnection,Accounts in 30+ Day Arrears,Accounts in 30-60 Day Arrears,Accounts in 60+ Day Arrears,Percentage of Accounts in 30-60 Day Arrears,Percentage of Accounts in 60+ Day Arrears,Percentage of Accounts in 30+ Day Arrears,Average Balance of 30-60 Day Arrears,Average Balance of 60+ Day Arrears,Average Balance of 30+ Day Arrears,Total Balance of 30+ Day Arrears,Total Balance of 30-60 Day Arrears,Total Balance of 60+ Day Arrears,Accounts Past Due or Delinquent,Percentage of Accounts Past Due or Delinquent,Accounts on Repayment Plans,Accounts in Good Standing on Repayment Plans,Average Balance of Repayment Plans,Total Balance of Repayment Plans,Vulnerable Accounts,Vulnerable Accounts Disconnected
109,2021-08-01,Duke Energy Carolinas,1809280.0,639.0,0.0003531791651927,,335.0,,,,,,,,,,,,,,,,486732.0,0.2690197205518217,76939.0,76939.0,647.7675041266458,49838584.0,,
110,2021-08-01,Duke Energy Progress,1263644.0,8332.0,0.0065936292183558,,6311.0,,,,,,,,,,,,,,,,174878.0,0.1383918255458024,44870.0,35408.0,83.13403164698016,3730224.0,,
111,2021-07-01,Duke Energy Progress,1261675.0,8219.0,0.0065143559157469,,5873.0,,,,,,,,,,,,,,,,136153.0,0.107914478768304,47301.0,37622.0,70.44929282679013,3332322.0,,
112,2021-07-01,Dominion Energy,105833.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,17713.0,0.1673674562754528,4431.0,4431.0,1049.6298239675016,4650909.75,,
113,2021-07-01,Duke Energy Carolinas,1805303.0,191.0,0.0001057994142811,,102.0,,,,,,,,,,,,,,,,320599.0,0.1775873634508999,86797.0,86797.0,509.0158069979377,44181045.0,,
114,2021-06-01,Duke Energy Carolinas,1800523.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,348810.0,0.1937270448641866,66365.0,66365.0,559.0771038951254,37103152.0,,
115,2021-06-01,Duke Energy Progress,1259617.0,4785.0,0.0037987737542443,,2937.0,,,,,,,,,,,,,,,,148965.0,0.1182621384119141,35805.0,26441.0,82.96849602010893,2970687.0,,
116,2021-06-01,Dominion Energy,105784.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,18495.0,0.174837404522423,4493.0,4493.0,1038.5578655686625,4666240.49,,
117,2021-05-01,Duke Energy Carolinas,1796995.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,311739.0,0.173477945125056,89088.0,89088.0,0.0,0.0,,
118,2021-05-01,Dominion Energy,105621.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,18908.0,0.1790174302458791,4636.0,4636.0,1010.0119974115618,4682415.62,,
119,2021-05-01,Duke Energy Progress,1258906.0,352.0,0.0002796078499903,,203.0,,,,,,,,,,,,,,,,145570.0,0.1156321440997183,48973.0,36913.0,110.15910807996242,5394822.0,,
120,2021-04-01,Dominion Energy,105555.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,18587.0,0.1760882952015537,5221.0,5221.0,981.7237904615974,5125579.91,,
121,2021-04-01,Duke Energy Progress,1256686.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,146109.0,0.116265320056084,48519.0,33866.0,96.27960180547826,4671390.0,,
122,2021-04-01,Duke Energy Carolinas,1964174.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,283514.0,0.1443426091578444,88847.0,88847.0,0.0,0.0,,
123,2021-03-01,Duke Energy Carolinas,1823576.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,278521.0,0.1527334204880959,84144.0,84144.0,174.29905875641757,14666220.0,,
124,2021-03-01,Dominion Energy,105381.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,18512.0,0.1756673404124083,6248.0,6248.0,1030.872098271447,6440888.87,,
125,2021-03-01,Duke Energy Progress,1254159.0,2.0,1.594694133678425e-06,,0.0,,,,,,,,,,,,,,,,154743.0,0.1233838771639002,60851.0,43189.0,93.20394077336444,5671553.0,,
126,2021-02-01,Duke Energy Progress,1251797.0,7230.0,0.0057756968581966,,6835.0,,,,,,,,,,,,,,,,148054.0,0.1182731704901034,70007.0,49245.0,101.90315254188867,7133934.0,,
127,2021-02-01,Duke Energy Carolinas,1639980.0,7810.0,0.0047622531982097,,5464.0,,,,,,,,,,,,,,,,298134.0,0.1817912413566019,83591.0,83591.0,243.7332966467682,20373910.0,,
128,2021-02-01,Dominion Energy,105266.0,29.0,0.0002754925617008,,10.0,,,,,,,,,,,,,,,,18960.0,0.1801151368913039,7227.0,7227.0,1074.1365711913656,7762785.0,,
129,2021-01-01,Duke Energy Progress,1249692.0,7248.0,0.0057998290778847,,6395.0,,,,,,,,,,,,,,,,139960.0,0.1119955957147841,69272.0,49452.0,89.81386418755052,6221586.0,,
130,2021-01-01,Duke Energy Carolinas,1824852.0,9313.0,0.0051034275656327,,5729.0,,,,,,,,,,,,,,,,289712.0,0.1587591760866087,84616.0,84616.0,364.7479436513189,30863512.0,,
131,2021-01-01,Dominion Energy,105170.0,2.0,1.9016829894456597e-05,,1.0,,,,,,,,,,,,,,,,18153.0,0.1726062565370352,7503.0,7503.0,988.8886938557912,7419631.87,,
132,2020-12-01,Dominion Energy,105087.0,22.0,0.000209350347807,,8.0,,,,,,,,,,,,,,,,19229.0,0.1829817199082664,7552.0,7552.0,998.616455243644,7541551.47,,
133,2020-12-01,Duke Energy Progress,1247906.0,6309.0,0.0050556692571395,,4309.0,,,,,,,,,,,,,,,,161391.0,0.1293294526991616,81542.0,59251.0,100.68182041156705,8209797.0,,
134,2020-12-01,Duke Energy Carolinas,1829121.0,5547.0,0.0030326041852889,,3123.0,,,,,,,,,,,,,,,,313758.0,0.1715348519862819,88318.0,88318.0,549.3736610883399,48519583.0,,
135,2020-11-01,Dominion Energy,104921.0,5.0,4.765490225979546e-05,,1.0,,,,,,,,,,,,,,,,20678.0,0.1970816137856101,7001.0,7001.0,1113.7772032566777,7797554.2,,
136,2020-11-01,Duke Energy Carolinas,1830590.0,4185.0,0.0022861481817337,,2139.0,,,,,,,,,,,,,,,,309136.0,0.1688723307786014,85936.0,85936.0,616.747649413517,53000826.0,,
137,2020-11-01,Duke Energy Progress,1245416.0,12776.0,0.0102584196766381,,9586.0,,,,,,,,,,,,,,,,183632.0,0.1474463151268331,71433.0,50951.0,91.5926392563661,6542737.0,,
138,2020-10-01,Duke Energy Carolinas,1811645.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,354051.0,0.1954306721239536,53359.0,53359.0,844.0355703817538,45036894.0,,
139,2020-10-01,Duke Energy Progress,1246293.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,188433.0,0.1511947832492038,50683.0,37662.0,98.55557090148572,4995092.0,,
140,2020-10-01,Dominion Energy,104921.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,21001.0,0.2001601204715929,4944.0,4944.0,1164.8613167475728,5759074.35,,
141,2020-09-01,Duke Energy Carolinas,1806243.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,358425.0,0.1984367551874249,0.0,0.0,,0.0,,
142,2020-09-01,Duke Energy Progress,1243743.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,205864.0,0.1655197255381537,0.0,0.0,,0.0,,
143,2020-09-01,Dominion Energy,104874.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,21171.0,0.2018708164082613,873.0,873.0,2291.298957617412,2000303.99,,
144,2020-08-01,Dominion Energy,104772.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,19391.0,0.1850780742946589,832.0,832.0,1973.2872596153843,1641775.0,,
145,2020-08-01,Duke Energy Carolinas,1816527.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,335942.0,0.1849364198825561,0.0,0.0,,0.0,,
146,2020-08-01,Duke Energy Progress,1241513.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,220392.0,0.1775188822026027,0.0,0.0,,0.0,,
147,2020-07-01,Duke Energy Carolinas,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
148,2020-07-01,Dominion Energy,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
149,2020-07-01,Duke Energy Progress,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
150,2020-06-01,Duke Energy Carolinas,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
151,2020-06-01,Duke Energy Progress,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
152,2020-06-01,Dominion Energy,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
153,2020-05-01,Duke Energy Carolinas,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
154,2020-05-01,Dominion Energy,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
155,2020-05-01,Duke Energy Progress,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
156,2020-04-01,Dominion Energy,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
157,2020-04-01,Duke Energy Carolinas,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
158,2020-04-01,Duke Energy Progress,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
159,2020-03-01,Dominion Energy,104001.0,245.0,0.0023557465793598,,,,,,,,,,,,,,,,,,,,,,,,,
160,2020-03-01,Duke Energy Progress,1235588.2352941176,4201.0,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,
161,2020-03-01,Duke Energy Carolinas,1758529.4117647058,5979.0,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,
162,2020-02-01,Duke Energy Progress,1218219.178082192,8893.0,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,
163,2020-02-01,Duke Energy Carolinas,1762622.9508196723,10752.0,0.0060999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
164,2020-02-01,Dominion Energy,103866.0,452.0,0.0043517609227273,,,,,,,,,,,,,,,,,,,,,,,,,
165,2020-01-01,Duke Energy Carolinas,1761875.0,11276.0,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,
166,2020-01-01,Duke Energy Progress,1214705.8823529412,8260.0,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,
167,2020-01-01,Dominion Energy,103894.0,331.0,0.0031859395152751,,,,,,,,,,,,,,,,,,,,,,,,,
168,2019-12-01,Dominion Energy,103630.0,233.0,0.0022483836726816,,,,,,,,,,,,,,,,,,,,,,,,,
169,2019-12-01,Duke Energy Progress,1230307.6923076925,7997.0,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,
170,2019-12-01,Duke Energy Carolinas,1772127.6595744684,8329.0,0.0046999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
171,2019-11-01,Dominion Energy,103630.0,296.0,0.0028563157386857,,,,,,,,,,,,,,,,,,,,,,,,,
172,2019-11-01,Duke Energy Carolinas,1743888.8888888888,9417.0,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,
173,2019-11-01,Duke Energy Progress,1215135.1351351351,8992.0,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,
174,2019-10-01,Duke Energy Progress,1225957.446808511,11524.0,0.0093999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
175,2019-10-01,Duke Energy Carolinas,1761739.1304347827,12156.0,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,
176,2019-10-01,Dominion Energy,103558.0,557.0,0.0053786284014755,,,,,,,,,,,,,,,,,,,,,,,,,
177,2019-09-01,Duke Energy Progress,1215454.5454545454,9359.0,0.0077,,,,,,,,,,,,,,,,,,,,,,,,,
178,2019-09-01,Duke Energy Carolinas,1766774.1935483871,10954.0,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,
179,2019-09-01,Dominion Energy,103609.0,353.0,0.0034070399289637,,,,,,,,,,,,,,,,,,,,,,,,,
180,2019-08-01,Duke Energy Progress,1216764.7058823528,8274.0,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,
181,2019-08-01,Dominion Energy,103602.0,358.0,0.0034555317464913,,,,,,,,,,,,,,,,,,,,,,,,,
182,2019-08-01,Duke Energy Carolinas,1754193.5483870967,10876.0,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,
183,2019-07-01,Duke Energy Progress,1210701.754385965,6901.0,0.0056999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
184,2019-07-01,Duke Energy Carolinas,1747272.7272727273,5766.0,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,
185,2019-07-01,Dominion Energy,103576.0,505.0,0.0048756468680003,,,,,,,,,,,,,,,,,,,,,,,,,
186,2019-06-01,Duke Energy Progress,1222545.4545454544,6724.0,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,
187,2019-06-01,Duke Energy Carolinas,1768103.4482758625,10255.0,0.0058,,,,,,,,,,,,,,,,,,,,,,,,,
188,2019-06-01,Dominion Energy,103412.0,471.0,0.0045545971453989,,,,,,,,,,,,,,,,,,,,,,,,,
189,2019-05-01,Dominion Energy,103297.0,350.0,0.0033882881400234,,,,,,,,,,,,,,,,,,,,,,,,,
190,2019-05-01,Duke Energy Carolinas,1764675.3246753246,13588.0,0.0077,,,,,,,,,,,,,,,,,,,,,,,,,
191,2019-05-01,Duke Energy Progress,1211886.79245283,6423.0,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,
192,2019-04-01,Dominion Energy,103273.0,637.0,0.0061681175137741,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019-04-01,Duke Energy Progress,1226792.452830189,6502.0,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,
194,2019-04-01,Duke Energy Carolinas,1752093.023255814,15068.0,0.0086,,,,,,,,,,,,,,,,,,,,,,,,,
195,2019-03-01,Duke Energy Carolinas,1759200.0,13194.0,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,
196,2019-03-01,Dominion Energy,103296.0,298.0,0.0028849132589838,,,,,,,,,,,,,,,,,,,,,,,,,
197,2019-03-01,Duke Energy Progress,1214339.6226415094,6436.0,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,
198,2019-02-01,Dominion Energy,103189.0,523.0,0.0050683696905677,,,,,,,,,,,,,,,,,,,,,,,,,
199,2019-02-01,Duke Energy Progress,1228333.3333333335,5896.0,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,
200,2019-02-01,Duke Energy Carolinas,1762151.898734177,13921.0,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,
201,2019-01-01,Duke Energy Progress,1209772.7272727273,5323.0,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,
202,2019-01-01,Dominion Energy,103242.0,234.0,0.0022665194397628,,,,,,,,,,,,,,,,,,,,,,,,,
203,2019-01-01,Duke Energy Carolinas,1760793.650793651,11093.0,0.0063,,,,,,,,,,,,,,,,,,,,,,,,,
204,2018-12-01,Duke Energy Progress,1200000.0,1920.0,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,
205,2018-12-01,Dominion Energy,103138.0,203.0,0.0019682367313696,,,,,,,,,,,,,,,,,,,,,,,,,
206,2018-12-01,Duke Energy Carolinas,1748965.5172413797,5072.0,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,
207,2018-11-01,Duke Energy Progress,1208611.1111111112,4351.0,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,
208,2018-11-01,Dominion Energy,102990.0,500.0,0.0048548402757549,,,,,,,,,,,,,,,,,,,,,,,,,
209,2018-11-01,Duke Energy Carolinas,1722394.3661971833,12229.0,0.0070999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
210,2018-10-01,Dominion Energy,102929.0,791.0,0.007684909014952,,,,,,,,,,,,,,,,,,,,,,,,,
211,2018-10-01,Duke Energy Carolinas,1729418.6046511629,14873.0,0.0086,,,,,,,,,,,,,,,,,,,,,,,,,
212,2018-10-01,Duke Energy Progress,1188214.2857142854,3327.0,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,
213,2018-09-01,Dominion Energy,103003.0,459.0,0.0044561808879353,,,,,,,,,,,,,,,,,,,,,,,,,
214,2018-09-01,Duke Energy Progress,1153750.0,923.0,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,
215,2018-09-01,Duke Energy Carolinas,1732333.3333333333,5197.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,
216,2018-08-01,Duke Energy Carolinas,1729506.1728395058,14009.0,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,
217,2018-08-01,Duke Energy Progress,1188888.888888889,4280.0,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,
218,2018-08-01,Dominion Energy,102965.0,482.0,0.0046812023503132,,,,,,,,,,,,,,,,,,,,,,,,,
219,2018-07-01,Dominion Energy,102864.0,619.0,0.0060176543785969,,,,,,,,,,,,,,,,,,,,,,,,,
220,2018-07-01,Duke Energy Progress,1219666.6666666667,3659.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,
221,2018-07-01,Duke Energy Carolinas,1720704.225352113,12217.0,0.0070999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
222,2018-06-01,Duke Energy Carolinas,1724492.7536231885,11899.0,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,
223,2018-06-01,Dominion Energy,102810.0,522.0,0.0050773271082579,,,,,,,,,,,,,,,,,,,,,,,,,
224,2018-06-01,Duke Energy Progress,1203055.5555555555,4331.0,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,
225,2018-05-01,Duke Energy Carolinas,1722025.316455696,13604.0,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,
226,2018-05-01,Dominion Energy,102773.0,629.0,0.0061202845105231,,,,,,,,,,,,,,,,,,,,,,,,,
227,2018-05-01,Duke Energy Progress,1200222.222222222,5401.0,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,
228,2018-04-01,Dominion Energy,102762.0,663.0,0.0064518012494891,,,,,,,,,,,,,,,,,,,,,,,,,
229,2018-04-01,Duke Energy Carolinas,1720588.2352941176,14625.0,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,
230,2018-04-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2018-03-01,Duke Energy Carolinas,1726875.0,11052.0,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,
232,2018-03-01,Duke Energy Progress,1213414.6341463416,4975.0,0.0040999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
233,2018-03-01,Dominion Energy,102818.0,385.0,0.0037444805384271,,,,,,,,,,,,,,,,,,,,,,,,,
234,2018-02-01,Dominion Energy,102630.0,588.0,0.0057293189125986,,,,,,,,,,,,,,,,,,,,,,,,,
235,2018-02-01,Duke Energy Carolinas,1720597.014925373,11528.0,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,
236,2018-02-01,Duke Energy Progress,1203260.8695652175,5535.0,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,
237,2018-01-01,Duke Energy Progress,1193684.2105263155,4536.0,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,
238,2018-01-01,Duke Energy Carolinas,1731632.6530612246,8485.0,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,
239,2018-01-01,Dominion Energy,102694.0,238.0,0.0023175648041755,,,,,,,,,,,,,,,,,,,,,,,,,
240,2017-12-01,Duke Energy Carolinas,1702115.3846153847,8851.0,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,
241,2017-12-01,Duke Energy Progress,1173555.5555555555,5281.0,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,
242,2017-12-01,Dominion Energy,102599.0,245.0,0.0023879375042641,,,,,,,,,,,,,,,,,,,,,,,,,
243,2017-11-01,Duke Energy Progress,1184912.2807017546,6754.0,0.0056999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
244,2017-11-01,Duke Energy Carolinas,1695675.6756756755,6274.0,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,
245,2017-11-01,Dominion Energy,102557.0,512.0,0.0049923457199411,,,,,,,,,,,,,,,,,,,,,,,,,
246,2017-10-01,Dominion Energy,102517.0,633.0,0.0061745856784728,,,,,,,,,,,,,,,,,,,,,,,,,
247,2017-10-01,Duke Energy Carolinas,1696184.2105263155,12891.0,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,
248,2017-10-01,Duke Energy Progress,1187500.0,9500.0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,
249,2017-09-01,Duke Energy Progress,1192222.222222222,5365.0,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,
250,2017-09-01,Duke Energy Carolinas,1690227.2727272727,7437.0,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,
251,2017-09-01,Dominion Energy,102536.0,583.0,0.0056858079113677,,,,,,,,,,,,,,,,,,,,,,,,,
252,2017-08-01,Dominion Energy,102557.0,593.0,0.0057821504139161,,,,,,,,,,,,,,,,,,,,,,,,,
253,2017-08-01,Duke Energy Progress,1177755.1020408163,5771.0,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,
254,2017-08-01,Duke Energy Carolinas,1701896.551724138,9871.0,0.0058,,,,,,,,,,,,,,,,,,,,,,,,,
255,2017-07-01,Duke Energy Progress,1177674.4186046512,5064.0,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,
256,2017-07-01,Duke Energy Carolinas,1698260.8695652175,7812.0,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,
257,2017-07-01,Dominion Energy,102486.0,471.0,0.0045957496633686,,,,,,,,,,,,,,,,,,,,,,,,,
258,2017-06-01,Dominion Energy,102409.0,629.0,0.0061420382974152,,,,,,,,,,,,,,,,,,,,,,,,,
259,2017-06-01,Duke Energy Progress,1182307.6923076925,6148.0,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,
260,2017-06-01,Duke Energy Carolinas,1685762.7118644067,9946.0,0.0059,,,,,,,,,,,,,,,,,,,,,,,,,
261,2017-05-01,Dominion Energy,102356.0,542.0,0.0052952440501778,,,,,,,,,,,,,,,,,,,,,,,,,
262,2017-05-01,Duke Energy Progress,1174444.4444444445,6342.0,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,
263,2017-05-01,Duke Energy Carolinas,1694590.1639344264,10337.0,0.0060999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
264,2017-04-01,Duke Energy Carolinas,1686458.3333333335,8095.0,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,
265,2017-04-01,Dominion Energy,102299.0,527.0,0.0051515655089492,,,,,,,,,,,,,,,,,,,,,,,,,
266,2017-04-01,Duke Energy Progress,1183333.3333333333,4615.0,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,
267,2017-03-01,Duke Energy Carolinas,1698000.0,10188.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
268,2017-03-01,Dominion Energy,102307.0,405.0,0.0039586734045568,,,,,,,,,,,,,,,,,,,,,,,,,
269,2017-03-01,Duke Energy Progress,1172600.0,5863.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,,
270,2017-02-01,Dominion Energy,102231.0,484.0,0.0047343760698809,,,,,,,,,,,,,,,,,,,,,,,,,
271,2017-02-01,Duke Energy Carolinas,1693928.5714285711,9486.0,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,
272,2017-02-01,Duke Energy Progress,1190465.1162790698,5119.0,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,
273,2017-01-01,Duke Energy Progress,1174888.8888888888,5287.0,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,
274,2017-01-01,Duke Energy Carolinas,1696122.448979592,8311.0,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,
275,2017-01-01,Dominion Energy,102289.0,511.0,0.0049956495810888,,,,,,,,,,,,,,,,,,,,,,,,,
276,2016-12-01,Duke Energy Progress,1161777.7777777778,5228.0,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,
277,2016-12-01,Duke Energy Carolinas,1673409.0909090908,7363.0,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,
278,2016-12-01,Dominion Energy,102234.0,317.0,0.0031007296985347,,,,,,,,,,,,,,,,,,,,,,,,,
279,2016-11-01,Dominion Energy,102195.0,469.0,0.0045892656196487,,,,,,,,,,,,,,,,,,,,,,,,,
280,2016-11-01,Duke Energy Progress,1159310.3448275863,6724.0,0.0058,,,,,,,,,,,,,,,,,,,,,,,,,
281,2016-11-01,Duke Energy Carolinas,1673392.8571428568,9371.0,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,
282,2016-10-01,Dominion Energy,102173.0,385.0,0.0037681187789337,,,,,,,,,,,,,,,,,,,,,,,,,
283,2016-10-01,Duke Energy Progress,1159032.258064516,3593.0,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,
284,2016-10-01,Duke Energy Carolinas,1685106.3829787236,7920.0,0.0046999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
285,2016-09-01,Duke Energy Progress,1162545.4545454544,6394.0,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,
286,2016-09-01,Duke Energy Carolinas,1675862.0689655177,9720.0,0.0058,,,,,,,,,,,,,,,,,,,,,,,,,
287,2016-09-01,Dominion Energy,102205.0,475.0,0.0046475221368817,,,,,,,,,,,,,,,,,,,,,,,,,
288,2016-08-01,Duke Energy Progress,1154545.4545454544,6350.0,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,
289,2016-08-01,Duke Energy Carolinas,1658035.714285714,9285.0,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,
290,2016-08-01,Dominion Energy,102298.0,523.0,0.0051125144186592,,,,,,,,,,,,,,,,,,,,,,,,,
291,2016-07-01,Duke Energy Progress,1148181.818181818,3789.0,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,
292,2016-07-01,Dominion Energy,102155.0,217.0,0.0021242229944691,,,,,,,,,,,,,,,,,,,,,,,,,
293,2016-07-01,Duke Energy Carolinas,1654615.3846153847,8604.0,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,
294,2016-06-01,Dominion Energy,102058.0,511.0,0.00500695682847,,,,,,,,,,,,,,,,,,,,,,,,,
295,2016-06-01,Duke Energy Progress,1156274.5098039214,5897.0,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,
296,2016-06-01,Duke Energy Carolinas,1678749.9999999998,9401.0,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,
297,2016-05-01,Duke Energy Carolinas,1668529.4117647058,11346.0,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,
298,2016-05-01,Dominion Energy,101980.0,537.0,0.0052657383800745,,,,,,,,,,,,,,,,,,,,,,,,,
299,2016-05-01,Duke Energy Progress,1158392.857142857,6487.0,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,
300,2016-04-01,Duke Energy Carolinas,1661904.761904762,10470.0,0.0063,,,,,,,,,,,,,,,,,,,,,,,,,
301,2016-04-01,Duke Energy Progress,1158392.857142857,6487.0,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,
302,2016-04-01,Dominion Energy,101924.0,520.0,0.0051018405871041,,,,,,,,,,,,,,,,,,,,,,,,,
303,2016-03-01,Duke Energy Progress,1160615.3846153845,7544.0,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,
304,2016-03-01,Duke Energy Carolinas,1668833.3333333333,10013.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
305,2016-03-01,Dominion Energy,101897.0,533.0,0.0052307722504097,,,,,,,,,,,,,,,,,,,,,,,,,
306,2016-02-01,Duke Energy Progress,1164545.4545454546,5124.0,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,
307,2016-02-01,Duke Energy Carolinas,1669019.607843137,8512.0,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,
